#mpa_vJan21_CHOCOPhlAnSGB_202103
clade_name	SSM01.metaphlan_alltax	SSM02.metaphlan_alltax	SSM03.metaphlan_alltax	SSM04.metaphlan_alltax	SSM05.metaphlan_alltax	SSM06.metaphlan_alltax	SSM07.metaphlan_alltax	SSM08.metaphlan_alltax	SSM09.metaphlan_alltax	SSM10.metaphlan_alltax	SSM11.metaphlan_alltax	SSM12.metaphlan_alltax	SSM13.metaphlan_alltax	SSM14.metaphlan_alltax	SSM15.metaphlan_alltax	SSM16.metaphlan_alltax	SSM17.metaphlan_alltax	SSM18.metaphlan_alltax	SSM19.metaphlan_alltax	SSM20.metaphlan_alltax	SSM21.metaphlan_alltax	SSM22.metaphlan_alltax	SSM23.metaphlan_alltax	SSM24.metaphlan_alltax	SSM25.metaphlan_alltax	SSM26.metaphlan_alltax	SSM27.metaphlan_alltax	SSM28.metaphlan_alltax	SSM29.metaphlan_alltax	SSM30.metaphlan_alltax	SSM31.metaphlan_alltax	SSM32.metaphlan_alltax	SSM33.metaphlan_alltax	SSM34.metaphlan_alltax	SSM35.metaphlan_alltax	SSM36.metaphlan_alltax	SSM37.metaphlan_alltax	SSM38.metaphlan_alltax	SSM39.metaphlan_alltax	SSM40.metaphlan_alltax	SSM41.metaphlan_alltax
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	0.02621	0.0	0.0	0.0054	0.0	0.0703	0.0	0.0	0.0	0.0	0.0	0.11019	0.0	0.03994	0.0	0.0	0.0	0.0	0.0	0.01509	0.0	0.23512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae	0.01306	0.00933	0.0	0.01189	0.0	0.0162	0.02508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00036	0.25444	0.03301	0.0	0.99487	0.01477	0.0	0.0	0.03008	0.0	0.08886	0.0	0.0	0.0	0.0	0.0	0.0	0.00144	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.00588	0.0	0.0	0.06042	0.0	0.85756	0.15392	0.0	0.0	0.0	0.0	0.58698	0.0	0.0	0.33285	0.37383	0.0	0.0	0.0	0.58467	0.0	2.0345	0.0	0.0	0.0	0.0	0.9201	0.0	5.63311	0.0	0.7353	0.0	0.0	0.47927	4.3414	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048	0.00502	0.0	0.0	0.0	0.0	0.00872	0.0	0.0	0.0	0.0	0.0	0.11736	0.0	0.0	0.01495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	17.4281	6.4228	0.0	11.90749	0.0	4.28576	2.14185	0.0	0.0	0.0	0.0	8.20184	0.07066	0.12808	0.54487	0.87401	0.0	0.0	0.0	10.80596	19.27672	2.84718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8078	0.0	0.0	0.0	0.0	10.24029	1.3421	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified	13.14771	0.48327	0.0	2.52945	1.69039	7.37361	0.0312	0.0	0.0	0.0	0.0	1.38304	0.0	1.05916	5.32972	22.25017	1.63378	0.67642	0.0	0.95148	0.0	0.64822	0.1985	15.45658	2.0961	1.38832	8.85608	0.0	2.55802	0.30525	2.94933	0.0	23.84063	9.73208	0.07475	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	6.86603	0.39162	31.61637	21.60366	71.44874	14.56364	1.08735	0.0	0.0	0.0	0.0	14.43002	0.19558	12.18709	5.87658	8.62106	1.14813	0.00045	0.0	10.86458	4.1844	23.5855	0.0	0.0	0.0	0.0	12.08303	0.0	31.85854	13.03618	0.68265	0.14604	0.0	40.36802	2.00753	0.0	0.0	4.94565	0.70853	1.90296	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Candidatus_Cibiobacter	6.08278	18.96337	0.0	5.98261	0.0	0.0	7.31228	0.0	0.0	0.0	0.0	3.56297	0.0269	0.65655	0.4286	0.07239	0.0	0.0	0.0	7.39254	0.0	2.93535	0.0	16.65233	1.13554	0.0	0.0	0.0	0.0	0.0	0.55726	0.0	0.0	1.66675	0.07759	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	6.02084	0.0	0.0	0.01597	0.49381	3.32638	0.0	0.0	0.0	0.0	0.0	0.02067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.77274	0.03855	1.29795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.91086	0.0	0.0	4.3927	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified	5.91463	0.0	0.0	3.63591	1.7197	5.95078	0.0	0.0	0.0	0.0	0.0	0.26745	0.0	4.37394	9.68895	3.87217	1.41634	1.8788	0.49709	8.61107	0.32608	5.88918	0.0	0.21607	0.0	0.0	2.36211	0.0	3.28207	0.4746	0.55799	0.0	0.01301	4.85976	8.82828	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	5.57324	0.23193	1.15402	2.81253	0.319	9.19229	15.4512	0.0	0.0	0.0	0.0	2.31152	0.01983	0.20726	1.20419	2.04415	0.0	0.0	0.0	2.39826	0.0	7.95088	0.0	0.0	0.0	0.0	7.14102	0.0	10.20254	1.34138	0.5922	0.0	0.0	0.51068	0.0	0.0	0.0	12.80532	3.27014	3.31394	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	4.52224	0.60557	0.19169	14.88213	0.01479	19.71762	0.0	0.0	0.0	0.0	0.0	26.0404	3.25828	2.86441	0.00632	0.00235	0.0	2.53304	0.0	13.51526	12.234	0.74842	0.09919	2.79359	0.0	0.0	0.85679	0.0	0.0	7.50653	0.45047	0.0	0.0	0.02191	0.05787	0.0	0.0	5.88754	1.59687	0.43587	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	4.33473	4.15726	0.0	1.25361	1.13739	2.80031	0.0	0.0	0.0	0.0	0.0	0.93636	0.0	0.33022	1.69971	0.49368	1.66197	0.53537	0.0	1.00188	8.32865	0.36051	0.00645	4.81667	0.09523	0.0	0.81649	0.0	1.41933	0.0	0.21198	0.0	0.0	0.37481	0.77793	0.0	0.0	5.51303	0.58232	2.32672	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter	2.4682	5.06324	0.0	0.27654	1.10513	0.52138	0.51946	0.0	0.0	0.0	0.0	0.49738	0.0	0.00948	0.01767	0.00299	1.48319	1.73565	1.63353	0.01634	0.32989	0.2108	1.1619	0.01009	0.0	0.0	0.3368	0.0	0.06783	0.92209	0.79363	0.0	0.78865	0.01181	1.00326	0.0	0.0	0.14287	0.0	0.15924	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum	1.70519	3.91107	0.0	0.0	0.0	0.05084	0.33902	0.0	0.0	0.0	0.0	0.36061	0.0	0.0	0.47996	0.11192	0.0	0.0	0.0	0.11952	2.95025	0.0	0.48633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09787	0.0	0.0	0.43932	0.0	0.0	0.0	0.65067	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor	1.66797	3.95417	0.0	1.09848	3.01233	0.9372	1.00528	0.0	0.0	0.0	0.0	1.09599	0.0	0.60835	4.67759	1.51439	13.12443	30.446	37.06832	0.21879	0.0	4.36529	14.1262	28.25305	2.90347	0.20938	14.99978	42.02545	19.18233	11.31482	10.01104	1.12218	6.7201	0.69579	0.39649	0.0	0.0	18.53936	4.07505	43.14652	16.38834
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	1.64368	0.01503	17.56581	0.25845	0.35567	0.24505	14.59561	0.0	0.0	0.0	0.0	0.16189	0.0	0.01289	0.09817	0.25095	0.0	6.16642	18.75481	0.12656	0.0	0.65317	0.0	0.0	0.0	0.0	0.27309	0.0	0.13111	0.0	0.16838	0.0	2.35948	0.1973	0.0	0.0	0.0	4.34551	1.23487	3.1195	0.39624
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter	1.5854	0.46368	0.0	2.308	0.0	0.81422	0.0	0.0	0.0	0.0	0.0	0.58545	0.0	0.02864	0.11676	0.0	0.0	0.0	0.0	0.2366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.80235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified	1.52485	0.29671	0.0	0.27543	1.70914	0.933	0.0	0.0	0.0	0.0	0.0	0.04172	0.0	0.45889	2.21359	0.19233	0.0	0.01739	0.0	0.43471	3.471	0.68954	0.02978	0.02886	0.0	5.70613	0.69474	9.27065	0.0	0.92957	0.15407	0.0	0.0	0.00398	0.31735	0.0	0.0	1.02297	0.00448	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	1.36752	3.16222	0.0	4.39883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03922	0.0	2.11137	0.0	0.0	0.0	0.0	0.0	2.87303	0.0	1.83413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88479	0.0	0.00407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	1.22598	1.03811	0.0	0.91296	0.02199	1.28369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05944	0.0	0.0	2.23154	12.18103	0.68466	7.95991	0.45722	0.00365	1.83553	0.0	0.0	0.0	0.0	0.0	0.0	0.06456	0.0	0.0	0.0	0.0	0.0	0.0	0.11977	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified	1.09275	0.20657	0.0	0.43939	0.0	0.23641	0.0	0.0	0.0	0.0	0.0	0.66385	0.0	2.31308	0.02443	0.11663	0.0	0.0	0.0	0.08813	0.66543	1.58676	0.0	0.26018	0.0	0.0	0.0	0.0	0.0	0.16176	0.71591	0.0	0.0	0.45055	0.70444	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_unclassified	1.00562	0.0	0.0	0.06059	0.0	0.36084	0.0	0.0	0.0	0.0	0.0	0.01515	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0014	0.21648	0.0	0.0	0.0	0.0	0.0	3.33419	0.0	0.26972	0.0	0.00381	0.0	0.0	0.01598	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9632	1.0015	0.0	0.0	0.0	0.0	0.08817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5035	0.0	0.0	7.69442	0.95858	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Phocaeicola	0.95836	0.02232	0.60341	0.97656	2.04125	0.36835	4.34528	0.0	0.0	0.0	0.0	0.59054	0.0	0.04816	0.48673	0.31154	0.0	0.0	0.0	0.38102	0.0	2.93086	0.0	0.0	0.0	0.0	1.50609	0.0	1.29546	9.08963	0.38619	0.0	0.0	0.0023	0.0	0.0	0.0	4.94022	1.43058	9.29383	3.26703
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	0.89656	0.0	0.0	0.09658	0.0	0.0	0.08758	0.0	0.0	0.0	0.0	0.06594	0.0	0.01657	0.0	0.0	0.0	0.11065	0.12	0.0	0.0	0.0	0.0	0.0	2.60784	0.0	0.0	0.0	0.0	0.03126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00382	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	0.77469	0.34168	0.0	0.25795	0.0	0.11352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16989	0.01786	0.0	0.0	0.0	0.01273	0.0	0.0	0.0	0.00734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lacrimispora	0.76633	0.50125	0.0	0.38312	0.0	0.09208	0.0	0.0	0.0	0.0	0.0	0.00902	0.0	0.0	0.15666	0.0	0.0	0.0	0.0	0.00316	0.0	0.07915	0.0	0.40365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira	0.68241	0.00349	0.0	0.39739	0.04025	0.16485	0.0	0.0	0.0	0.0	0.0	0.18981	0.0	0.0	0.52369	0.01604	0.0	0.0	0.0	0.03865	6.87865	0.0	0.05851	0.24688	0.0	0.0	0.02001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium	0.61966	0.62341	0.0	0.0	0.0	0.0	2.07965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09614	0.0	0.00063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Dysosmobacter	0.60062	0.05796	0.0	0.78698	0.86097	1.79595	0.92827	0.0	0.0	0.0	0.0	0.58757	0.0	0.34157	6.42351	1.90094	33.11877	0.15824	0.0	0.94253	0.0	11.04435	0.0	0.0	0.0	0.0	9.26955	0.0	5.33764	3.56154	4.75938	0.0	0.00046	4.03486	1.57001	0.0	0.0	8.00076	1.04765	14.93351	2.97641
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Butyricicoccus	0.57563	0.54367	0.0	1.13718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12323	0.05959	0.0	0.0	0.0	1.09983	0.0	0.01694	0.0	0.05419	0.0	0.0	3.30918	0.0	0.35508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthellaceae_unclassified	0.56148	0.0	0.0	0.28302	0.0	2.07859	0.0	0.0	0.0	0.0	0.0	0.08371	0.0	0.07533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05616	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	0.50649	2.32556	6.47306	0.0355	0.0	0.0934	0.0	78.4753	0.3059	0.0	0.0	0.0	88.4518	0.00766	0.0	0.13728	0.13346	0.03597	0.0	0.65439	0.01373	0.30747	0.00229	0.0	0.0	0.34944	0.0	0.52791	0.0	0.0	0.01904	0.03881	0.0	0.0	0.0151	0.0	0.0	0.23338	0.09132	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	0.47359	1.61242	0.0	1.04751	0.21154	0.06585	0.20316	0.0	0.0	0.0	0.0	0.60958	0.0	0.11599	0.36996	0.1129	0.24619	0.78372	0.15913	0.0844	4.12615	0.12318	0.008	0.0	0.0	1.12023	1.67733	0.6779	0.1048	0.15226	0.18582	0.0	0.02051	0.03278	0.29058	0.0	0.0	0.37902	0.0	0.31457	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9621	0.4443	0.08201	0.0	0.42636	0.0	0.0	0.14591	0.0	0.0	0.0	0.0	0.0	0.0	0.03686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Evtepia	0.40368	0.0	0.0	0.0	0.0	0.60074	0.0	0.0	0.0	0.0	0.0	0.22342	0.0	0.0	0.36267	0.0767	0.0	0.0	0.0	0.32272	0.0	0.52286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45028	0.0	0.0	0.16263	1.75811	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9627	0.36499	0.0	0.0	0.0	0.0	0.0521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12776	0.0	0.22304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	0.34241	0.0	0.0	3.40889	0.23923	2.88579	0.0	0.0	0.0	0.0	0.0	3.76353	0.06179	0.21434	0.0	0.81616	0.0	4.19933	0.0	3.41235	1.32389	0.28931	0.0	0.04858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3053|o__OFGB3053|f__FGB3053|g__GGB9581	0.33268	0.0	0.0	0.06284	0.0	0.03551	0.0	0.0	0.0	0.0	0.0	0.00762	0.0	0.0	0.0	0.0	0.03748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57324	0.0	0.0	0.0	0.05205	0.0	0.0	0.0	0.53776	0.0	0.26002	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	0.30203	0.18421	0.0	0.05165	0.36898	0.26296	0.0	0.0	0.0	0.0	0.0	0.10804	0.0	0.0	0.0	0.0	0.01746	0.0	0.0	0.00159	0.0	0.0	0.0	0.0	0.0	0.0	1.10424	0.0	1.15713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium	0.28893	0.69697	0.26435	0.01009	0.0	0.0	0.0845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00774	0.04083	0.87112	0.49031	0.16395	0.02984	0.0	0.19825	0.40596	0.61909	0.0	0.56565	0.15802	23.96035	0.19163	0.33665	0.0	0.0	1.65607	0.62313	26.03237	0.54547	0.0	0.61998	0.0128	0.72788	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9522	0.28344	0.0	0.0	0.0	0.0	0.00305	0.0	0.0	0.0	0.0	0.0	0.20244	0.0	0.0	0.02039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter	0.27901	0.0	0.0	0.0195	0.0	0.54963	0.0	0.0	0.0	0.0	0.0	0.15094	0.0	0.13597	5.86857	1.36915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79438	9.35191	0.0	0.0	0.0	0.0	3.0796	0.14596	0.0	0.0	0.05511	0.13481	0.0	0.0	0.0	0.0	0.05936	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium	0.25475	0.27349	0.04206	0.21106	0.8178	0.55461	0.0	0.0	0.0	0.0	0.0	6.02353	0.08491	4.33205	1.70255	4.5564	1.37768	0.00078	0.0	0.13014	14.16964	6.0975	71.45077	0.0	0.06078	0.0	4.42888	0.0	5.2101	3.95793	28.98685	6.66453	14.59911	1.09121	26.39497	0.0	0.0	1.41568	0.07792	6.08058	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia	0.23275	0.0	0.0	0.02814	0.0	0.74391	0.0	0.0	0.0	0.0	0.0	0.44584	0.0	0.22758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15696	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB45432	0.2258	0.0	0.0	0.0	0.0	0.22744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37222	0.04454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16179	0.0	0.11174	0.0	0.0	0.0	0.0	0.02375	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pseudobutyricicoccus	0.20994	0.0	0.0	0.13651	0.02831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02756	0.0	0.0	0.0	0.65036	0.01192	0.39536	0.0	0.04437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3047|o__OFGB3047|f__FGB3047|g__GGB9557	0.20849	0.0	0.0	0.16782	0.0	0.0	0.11155	0.0	0.0	0.0	0.0	0.02091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01281	0.0	0.00185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06834	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified	0.19361	0.0	0.0	0.0	0.0	0.03609	0.0	0.0	0.0	0.0	0.0	0.00467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	0.184	0.17945	0.0	0.0785	0.0	0.14432	0.01141	0.0	0.0	0.0	0.0	0.50173	0.0	0.0	0.09875	0.0	0.0	0.05118	0.0	0.08455	0.29053	0.02662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	0.17838	0.03539	11.64976	0.00067	0.0	0.14563	0.0	0.0	0.0	0.0	0.0	0.03361	0.0	0.32928	0.0058	0.00184	0.23662	0.0	0.0	0.0	0.0	0.0	0.0	3.75701	0.0	0.0	0.11075	0.0	0.0	0.30497	0.14244	0.0	0.0465	0.15282	7.88982	97.53951	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Avimicrobium	0.15748	0.03723	0.0	0.33133	0.14747	0.00644	0.07635	0.0	0.0	0.0	0.0	0.2425	0.0	0.0	0.03545	0.0	2.04741	0.00204	0.0	0.09842	0.0	0.10538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0065	0.82569	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9633	0.1478	0.0	0.0	0.0	0.0	1.10514	0.0	0.0	0.0	0.0	0.0	1.7182	0.0	6.12785	0.6242	0.05866	0.0	0.0	0.0	2.31059	0.0	0.00909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9758	0.12979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella	0.12267	0.00847	0.0	0.01921	0.0	0.1691	0.45519	0.0	0.0	0.0	0.0	0.00596	0.0	0.05785	0.55533	0.0755	0.0	2.18895	0.17936	0.04731	0.0	0.40926	0.0	0.0	0.0	0.0	1.03038	0.0	0.49469	1.94602	0.0	0.0	0.0	0.13569	3.58493	0.0	0.0	0.20678	0.0	0.32075	0.0
